target,precursor_ids,doi,year,type
Y3Sc1.99Cr0.01Ga3O12,"699,437,593,865",10.1111/jace.14942,2017,train
Al0.4615Si0.1538O1,"671,746",10.1016/j.jeurceramsoc.2020.03.031,2020,train
Al0.4615Si0.1538O1,"671,746",10.1016/j.jeurceramsoc.2020.03.031,2020,train
Ba0.3333Ti0.3333O1,"40,759",10.1016/j.apsusc.2019.07.003,2019,train
ZrMn2,"538,533",10.1016/j.jallcom.2019.05.076,2019,test
ZrV0.4Mn1.6,"538,533,354",10.1016/j.jallcom.2019.05.076,2019,test
ZrV0.6Mn1.4,"538,533,354",10.1016/j.jallcom.2019.05.076,2019,test
ZrV0.8Mn1.2,"538,533,354",10.1016/j.jallcom.2019.05.076,2019,test
Zr0.7143Mn1V0.4286,"538,533,354",10.1016/j.jallcom.2019.05.076,2019,test
ZrV0.6Mn1.2,"538,533,354",10.1016/j.jallcom.2019.05.076,2019,test
ZrV0.6Mn,"538,533,354",10.1016/j.jallcom.2019.05.076,2019,test
TbP3O9,"197,84",10.1016/j.optmat.2020.109692,2020,test
Ca0.3333Zr0.3333O1,"983,3",10.1007/s10854-018-0505-z,2019,train
Co3.9Ni0.1Sb12,"1020,726,146",10.1007/s10854-019-00892-2,2019,train
Co3.8Ni0.2Sb12,"1020,726,146",10.1007/s10854-019-00892-2,2019,train
Co3.7Ni0.3Sb12,"1020,726,146",10.1007/s10854-019-00892-2,2019,train
Co0.3Ni0.0333Sb1,"1020,726,146",10.1007/s10854-019-00892-2,2019,train
Co3.5Ni0.5Sb12,"1020,726,146",10.1007/s10854-019-00892-2,2019,train
Mg0.25Al0.5O1,"671,835",10.1016/j.jeurceramsoc.2018.10.028,2019,train
Mg0.1Al1.53N0.27O1.89,"671,835,619",10.1016/j.jeurceramsoc.2018.10.028,2019,train
MgY3Al3SiO12,"671,835,746,865",10.1111/jace.15174,2018,val
Ba0.25Al0.05B0.45O1,"671,40,397",10.1016/s0022-0248(99)00741-1,2000,train
Ba0.2833Ca0.05Zr0.0333Ti0.3O1,"40,983,3,759",10.1016/j.jallcom.2018.12.196,2019,train
Na0.1667Ti0.3333Bi0.1667O1,"192,951,759",10.1016/j.actamat.2019.08.022,2019,train
Na0.1667Ti0.3333Bi0.1667O1,"192,951,759",10.1016/j.actamat.2019.08.022,2019,train
Ba0.02Na0.1567Ti0.3333Bi0.1567O1,"192,40,951,759",10.1016/j.actamat.2019.08.022,2019,train
Ba0.3333Ti0.3333O1,"40,759",10.1016/j.actamat.2019.08.022,2019,train
Ba0.3333Ti0.3333O1,"40,759",10.1016/j.actamat.2019.08.022,2019,train
Hf0.19Ti0.62Ni0.19Pb0.62Bi0.38O3,"152,192,454,516,759",10.1016/j.actamat.2019.08.022,2019,train
Zn0.25Mo0.25O1,"220,208",10.1016/j.optmat.2019.109205,2019,train
Zn0.25Mo0.25O1,"220,208",10.1016/j.optmat.2019.109205,2019,train
Al1B1Mo1,"161,93,58",10.1016/j.jallcom.2020.153813,2020,test
Nb0.3333Ag0.3333O1,"526,791",10.1002/adma.201701824,2017,train
Ca0.3333Mn0.3333O1,"983,559",10.1111/jace.16867,2020,train
Sr0.3333Mn0.3333O1,"300,559",10.1111/jace.16867,2020,train
Ni2InSbO6,"152,638,812",10.1002/crat.201300337,2014,train
ScNi2SbO6,"699,152,812",10.1002/crat.201300337,2014,train
MgAl2SiO6,"671,835,746",10.1016/s0031-9201(00)00162-x,2000,train
Ca3YP3O12,"983,253,865",10.1016/j.optmat.2019.109317,2019,test
Ca0.25Y0.0833P0.25O1,"983,253,865",10.1016/j.optmat.2019.109317,2019,test
Na0.7MnO2.05,"951,559",10.1016/j.inoche.2019.01.029,2019,train
Na2Zn2TeO6,"951,220,438",10.1016/j.electacta.2018.12.092,2019,train
Na2Ca0.01Zn1.99TeO6,"951,220,438,1034",10.1016/j.electacta.2018.12.092,2019,train
Na2Ca0.02Zn1.98TeO6,"951,220,438,1034",10.1016/j.electacta.2018.12.092,2019,train
Na2Ca0.03Zn1.97TeO6,"951,220,438,1034",10.1016/j.electacta.2018.12.092,2019,train
Na2Ca0.04Zn1.96TeO6,"951,220,438,1034",10.1016/j.electacta.2018.12.092,2019,train
Na2Ca0.05Zn1.95TeO6,"951,220,438,1034",10.1016/j.electacta.2018.12.092,2019,train
Na0.385Sr0.23TiBi0.385O3,"300,951,257,759",10.1111/jace.15731,2018,train
Na0.385Sr0.23Ti0.991Fe0.009Bi0.385O3,"300,951,257,289,759",10.1111/jace.15731,2018,train
Ti0.98Cu0.02O2,"543,759",10.1002/crat.201600335,2017,train
Ti0.96Cu0.04O2,"543,759",10.1002/crat.201600335,2017,train
Ti0.94Cu0.06O2,"543,759",10.1002/crat.201600335,2017,train
Ti0.49Cu0.01O1,"543,759",10.1002/crat.201600335,2017,train
Ti0.48Cu0.02O1,"543,759",10.1002/crat.201600335,2017,train
Ti0.47Cu0.03O1,"543,759",10.1002/crat.201600335,2017,train
Ti4Cu3CdO12,"818,91,759",10.1111/jace.16821,2020,train
Ti4Cu2.99CdZn0.01O12,"818,91,220,759",10.1111/jace.16821,2020,train
Ti4Cu2.98CdZn0.02O12,"818,91,220,759",10.1111/jace.16821,2020,train
Ti4Cu2.96CdZn0.04O12,"818,91,220,759",10.1111/jace.16821,2020,train
Ti4Cu2.94CdZn0.06O12,"818,91,220,759",10.1111/jace.16821,2020,train
Ti4Cu2.92CdZn0.08O12,"818,91,220,759",10.1111/jace.16821,2020,train
Ti4Cu2.9CdZn0.1O12,"818,91,220,759",10.1111/jace.16821,2020,train
Ti0.1429Nb0.2857O1,"526,759",10.1016/j.jallcom.2020.155241,2020,train
Ti0.1429Nb0.2857O1,"526,759",10.1016/j.jallcom.2020.155241,2020,train
Mn0.25Fe0.5O1,"289,801",10.1007/s10854-018-00615-z,2019,train
Cs15Ga10Pb15Ge80S175Cl45,"650,1011,330,222,576",10.1111/jace.16539,2019,test
CaNb0.02Mn0.98O3,"559,526,1024",10.1016/j.jallcom.2019.153106,2020,train
CaNb0.04Mn0.96O3,"559,526,1024",10.1016/j.jallcom.2019.153106,2020,train
CaNb0.06Mn0.94O3,"559,526,1024",10.1016/j.jallcom.2019.153106,2020,train
CaNb0.08Mn0.92O3,"559,526,1024",10.1016/j.jallcom.2019.153106,2020,train
Fe2Ni0.78Zn0.22O4,"289,152,220",10.1007/s00339-019-2422-2,2019,train
EuAl2O4,"226,671",10.1016/j.matchemphys.2019.05.052,2019,train
SrAl2O4,"300,671",10.1016/j.matchemphys.2019.05.052,2019,train
Sr0.25Al0.5O1,"300,671",10.1016/j.matchemphys.2019.05.052,2019,train
Eu0.25Al0.5O1,"226,671",10.1016/j.matchemphys.2019.05.052,2019,train
Sr0.15Eu0.85Al2O4,"226,300,671",10.1016/j.matchemphys.2019.05.052,2019,train
Sr0.3Eu0.7Al2O4,"226,300,671",10.1016/j.matchemphys.2019.05.052,2019,train
Sr0.5Eu0.5Al2O4,"226,300,671",10.1016/j.matchemphys.2019.05.052,2019,train
Sr0.7Eu0.3Al2O4,"226,300,671",10.1016/j.matchemphys.2019.05.052,2019,train
Sr0.9Eu0.1Al2O4,"226,300,671",10.1016/j.matchemphys.2019.05.052,2019,train
Li0.5625La0.25Zr0.1458Ta0.0208O1,"114,1010,3,824",10.1016/j.jpowsour.2019.227469,2020,train
Li0.5In1,"425,182",10.1002/aenm.201903360,2020,train
Ti0.1Fe1.9Ni0.6Zn0.4O4,"78,220,289,759",10.1016/j.jallcom.2020.154181,2020,train
Ti0.1Fe1.9Co0.25Ni0.35Zn0.4O4,"881,78,220,289,759",10.1016/j.jallcom.2020.154181,2020,train
Na0.9Mn0.48Fe0.3Cu0.22O2,"818,567,951,289",10.1002/adfm.201903795,2019,test
Si0.25Pb0.25O1,"454,746",10.1016/j.jeurceramsoc.2020.01.002,2020,train
La0.0267Zr0.3033Ti0.03Pb0.2933O1,"3,454,824,759",10.1016/j.jallcom.2019.152613,2020,val
Bi0.6667Te1,"505,1019",10.1002/aelm.201800904,2019,train
Mg0.111Nb0.2223Pb0.3333O1,"835,454,526",10.1016/j.mseb.2020.114495,2020,train
Li0.3333Ta0.3333O1,"1005,114",10.1016/j.cej.2019.06.015,2019,train
Ba0.3233Ce0.01Pr0.01Ti0.3208O1,"663,412,40,759",10.1016/j.matchemphys.2019.02.032,2019,train
Ba0.3233Ce0.0133Pr0.01Ti0.3175O1,"663,412,40,759",10.1016/j.matchemphys.2019.02.032,2019,train
Ba0.3233Ce0.0167Pr0.01Ti0.3142O1,"663,412,40,759",10.1016/j.matchemphys.2019.02.032,2019,train
Ba0.96Pr0.04Ce0.03Ti0.96O3,"663,412,40,759",10.1016/j.matchemphys.2019.02.032,2019,train
Ba0.96Pr0.04Ce0.04Ti0.95O3,"663,412,40,759",10.1016/j.matchemphys.2019.02.032,2019,train
Ba0.96Pr0.04Ce0.05Ti0.94O3,"663,412,40,759",10.1016/j.matchemphys.2019.02.032,2019,train
Li0.5Mn0.25Ni0.25O1,"1005,720,242",10.1016/j.jallcom.2018.08.124,2019,train
Ce0.5Y1.5Si3N4O3,"789,412,865",10.1016/j.jssc.2020.121198,2020,train
Y0.5Si0.75N1O0.75,"789,865",10.1016/j.jssc.2020.121198,2020,train
Ti1Al0.3333C0.6667,"161,972,18",10.1016/j.apsusc.2019.03.264,2019,train
Li0.5333La0.25Zr0.1167Ta0.05O1,"1005,3,114,824",10.1016/j.jpowsour.2020.227797,2020,train
Ca0.0769Nd0.3077Si0.2308O1,"746,184,983",10.1016/j.jnucmat.2019.01.010,2019,train
Ba1.35Ca0.15Zr0.2Ti1.3O4.5,"3,40,983,759",10.1016/j.jallcom.2020.154792,2020,train
Y0.25Fe0.4167O1,"289,865",10.1111/j.1551-2916.2011.05065.x,2012,train
Y3Fe4.5Al0.5O12,"289,671,865",10.1111/j.1551-2916.2011.05065.x,2012,train
Y0.25Al0.0833Fe0.3333O1,"289,671,865",10.1111/j.1551-2916.2011.05065.x,2012,train
Y0.25Al0.1667Fe0.25O1,"289,671,865",10.1111/j.1551-2916.2011.05065.x,2012,train
Y3Fe2Al3O12,"289,671,865",10.1111/j.1551-2916.2011.05065.x,2012,train
Y0.25Fe0.4167O1,"289,865",10.1111/j.1551-2916.2011.05065.x,2012,train
Ca0.25Gd1,"729,983",10.1016/j.jallcom.2018.09.022,2019,test
YVO4,"303,865",10.1016/j.optmat.2019.109633,2020,train
WAl2CS2O3,"816,671",10.1111/ijac.13389,2020,test
Li0.5833La0.25Zr0.1667O1,"1005,3,824",10.1016/j.jeurceramsoc.2018.08.037,2018,train
Li6.9La3Zr1.9Nb0.1O12,"526,1005,3,824",10.1016/j.jeurceramsoc.2018.08.037,2018,train
Li6.8La3Zr1.8Nb0.2O12,"526,1005,3,824",10.1016/j.jeurceramsoc.2018.08.037,2018,train
Li0.5625La0.25Zr0.1458Nb0.0208O1,"526,1005,3,824",10.1016/j.jeurceramsoc.2018.08.037,2018,train
Li6.7La3Zr1.7Nb0.3O12,"526,1005,3,824",10.1016/j.jeurceramsoc.2018.08.037,2018,train
Li6.6La3Zr1.6Nb0.4O12,"526,1005,3,824",10.1016/j.jeurceramsoc.2018.08.037,2018,train
Li6.5La3Zr1.5Nb0.5O12,"526,1005,3,824",10.1016/j.jeurceramsoc.2018.08.037,2018,train
Li6.4La3Zr1.4Nb0.6O12,"526,1005,3,824",10.1016/j.jeurceramsoc.2018.08.037,2018,train
Li6.3La3Zr1.3Nb0.7O12,"526,1005,3,824",10.1016/j.jeurceramsoc.2018.08.037,2018,train
Mg1.78Nb2.67Bi3.55O13.78,"192,835,526",10.1016/j.jallcom.2019.152576,2020,test
Fe0.3333Bi0.3333O1,"192,289",10.1016/j.jallcom.2020.154148,2020,train
La3TiSb5,"146,811,972",10.1016/j.jallcom.2020.154697,2020,test
La3TiAs5,"811,657,972",10.1016/j.jallcom.2020.154697,2020,test
La3TiAs5,"499,811,657,972",10.1016/j.jallcom.2020.154697,2020,test
La3TiP5,"499,811,972",10.1016/j.jallcom.2020.154697,2020,test
Y0.25Al0.4167O1,"865,671",10.1111/jace.15722,2018,train
LaNiB3O7,"714,720,397",10.1016/j.jssc.2019.02.008,2019,test
LiMgLaTeO6,"1005,438,891,824",10.1016/j.jallcom.2020.154905,2020,test
LiMgLaTe0.999O6,"1005,438,891,824",10.1016/j.jallcom.2020.154905,2020,test
LiMgLaTe0.998O6,"1005,438,891,824",10.1016/j.jallcom.2020.154905,2020,test
LiMgLaTe0.997O6,"1005,438,891,824",10.1016/j.jallcom.2020.154905,2020,test
LiMgLaTe0.996O6,"1005,438,891,824",10.1016/j.jallcom.2020.154905,2020,test
LiMgLaTe0.995O6,"1005,438,891,824",10.1016/j.jallcom.2020.154905,2020,test
LiMgLaTe0.994O6,"1005,438,891,824",10.1016/j.jallcom.2020.154905,2020,test
LiMgLaTe0.992O6,"1005,438,891,824",10.1016/j.jallcom.2020.154905,2020,test
LiMgLaTe0.99O6,"1005,438,891,824",10.1016/j.jallcom.2020.154905,2020,test
LiMgLaTe0.985O6,"1005,438,891,824",10.1016/j.jallcom.2020.154905,2020,test
Y0.25Al0.4167O1,"671,865",10.1016/j.jlumin.2019.116698,2019,train
LiZr0.5Co0.5O2,"683,1005,632",10.1002/aenm.201600488,2016,val
MgZrNb1.92O7.8,"526,835,3",10.1016/j.matchemphys.2019.122412,2020,train
MgZrNb2O8,"526,835,3",10.1016/j.matchemphys.2019.122412,2020,train
Mg0.5Al1Cu0.5,"228,161,37",10.1016/j.apsusc.2018.10.243,2019,train
Al1Cu0.5,"228,161",10.1016/j.apsusc.2018.10.243,2019,train
Li3Mg2NbO6,"1005,526,835",10.1111/jace.17091,2020,val
Li3Mg2Ti0.1Nb0.9O5.95,"1005,526,835,759",10.1111/jace.17091,2020,val
Ba0.85Ca0.15TiO3,"40,983,759",10.1007/s10854-019-00734-1,2019,train
Li5SiO4F,"1005,746,423",10.1016/j.ssi.2018.10.014,2018,test
BaCa2Y6O12,"40,983,865",10.1016/j.jallcom.2019.05.155,2019,train
La0.2857Si0.2857O1,"746,824",10.1016/j.jallcom.2019.01.194,2019,train
LiCoO2,"182,1020",10.1016/j.jhazmat.2018.09.039,2019,train
Li0.5Co0.5O1,"182,1020",10.1016/j.jhazmat.2018.09.039,2019,train
Bi0.5Sb1.5Te2.96,"146,505,1019",10.1016/j.jssc.2020.121433,2020,train
Bi0.5Sb1.5Te2.98,"146,505,1019",10.1016/j.jssc.2020.121433,2020,train
Bi0.1667Sb0.5Te1,"146,505,1019",10.1016/j.jssc.2020.121433,2020,train
Bi0.5Sb1.5Te3.02,"146,505,1019",10.1016/j.jssc.2020.121433,2020,train
Bi0.5Sb1.5Te3.04,"146,505,1019",10.1016/j.jssc.2020.121433,2020,train
Bi0.5Sb1.5Te3.08,"146,505,1019",10.1016/j.jssc.2020.121433,2020,train
Sr0.3333Ti0.3333O1,"300,759",10.1007/s00339-018-2295-9,2018,train
Zn0.5Sn0.25O1,"220,248",10.1007/s00339-018-2304-z,2019,train
Ba0.3333Yb0.0333Ce0.2333Y0.0333Zr0.0333O1,"412,617,3,40,865",10.1038/s41560-018-0262-5,2018,train
YRhO3,"314,865",10.1016/j.mseb.2019.05.007,2019,test
Y0.3333Rh0.3333O1,"314,865",10.1016/j.mseb.2019.05.007,2019,test
Li0.1667Sm0.1667Ti0.3333O1,"1005,754,759",10.1016/j.matchemphys.2018.10.040,2019,test
Li0.5Co0.5O1,"1005,291",10.1016/j.jcrysgro.2020.125578,2020,train
Zn0.5Ge0.25O1,"798,220",10.1002/pssa.201800885,2019,train
TiMn0.1Fe0.9,"941,533,972",10.1016/j.jallcom.2018.12.159,2019,train
TiMn0.05Fe0.9,"941,533,972",10.1016/j.jallcom.2018.12.159,2019,train
TiMn0.15Fe0.8,"941,533,972",10.1016/j.jallcom.2018.12.159,2019,train
Mn0.5Ga0.5Ni1,"726,533,1011",10.1016/j.jallcom.2019.152588,2020,train
Na0.3Ba0.2Mg0.1Ti0.9Bi0.5O3,"192,835,128,40,759",10.1016/j.jeurceramsoc.2019.11.029,2020,test
Ba0.3333Sn0.3333O1,"40,248",10.1007/s00339-019-2432-0,2019,train
Na0.667Mn0.5Fe0.25Co0.125Ni0.125O2,"567,152,128,289,291",10.1016/j.jallcom.2018.10.150,2019,train
Na0.667Mn0.667Ni0.333O2,"567,152,128",10.1016/j.jallcom.2018.10.150,2019,train
Na0.667Mn0.5Fe0.25Co0.25O2,"567,128,289,291",10.1016/j.jallcom.2018.10.150,2019,train
Na0.667Mn0.5Fe0.5O2,"567,128,289",10.1016/j.jallcom.2018.10.150,2019,train
Na0.3335Mn0.25Fe0.125Co0.125O1,"567,128,289,291",10.1016/j.jallcom.2018.10.150,2019,train
Ca0.05Mg0.05Ti0.45Al0.18Si0.36O1.99,"835,983,671,746,759",10.1016/j.jeurceramsoc.2019.07.023,2019,test
Ba0.3333Ti0.3333O1,"40,759",10.1016/j.matchemphys.2019.122434,2020,train
Ca2CeTiCr2O9,"759,412,983,437",10.1016/j.jssc.2018.10.037,2019,test
Ba0.3333Ce0.2333Y0.0667Zr0.0333O1,"3,40,865,412",10.1016/j.apsusc.2020.145525,2020,train
Ba0.3333Ce0.2333Y0.0667Zr0.0333O1,"3,40,865,412",10.1016/j.apsusc.2020.145525,2020,train
Ba0.3333Ti0.32Sn0.0133O1,"40,248,759",10.1016/j.jeurceramsoc.2019.01.041,2019,train
Ba0.3333Ti0.32Sn0.0133O1,"40,248,759",10.1016/j.jeurceramsoc.2019.01.041,2019,train
LaTiSbO6,"812,824,759",10.1016/j.jallcom.2019.06.292,2019,test
Rb0.3333Ca0.3333F1,"194,282",10.1016/j.mseb.2020.114531,2020,test
Zn0.25Rh0.5O1,"220,314",10.1016/j.cattod.2019.01.029,2019,train
V0.1818Bi0.3636O1,"192,560",10.1016/j.cattod.2019.01.029,2019,train
CaTi4Bi4O15,"993,983,759",10.1016/j.materresbull.2018.09.006,2018,train
Ba0.5Ca0.5Ti4Bi4O15,"993,40,983,759",10.1016/j.materresbull.2018.09.006,2018,train
Ba0.75Ca0.25Ti4Bi4O15,"993,40,983,759",10.1016/j.materresbull.2018.09.006,2018,train
Ba0.25Ca0.75Ti4Bi4O15,"993,40,983,759",10.1016/j.materresbull.2018.09.006,2018,train
BaTi4Bi4O15,"993,40,759",10.1016/j.materresbull.2018.09.006,2018,train
SrLaGaO4,"300,593,824",10.1111/ijac.13395,2020,train
SrLaGaO4,"300,593,824",10.1111/ijac.13395,2020,train
Li6.6La3Zr1.6Sb0.4O12,"1010,3,824,273",10.1016/j.jallcom.2019.04.274,2019,train
Li6.62Sr0.02La2.98Zr1.6Sb0.4O12,"300,1010,3,824,273",10.1016/j.jallcom.2019.04.274,2019,train
Li6.66Sr0.06La2.94Zr1.6Sb0.4O12,"300,1010,3,824,273",10.1016/j.jallcom.2019.04.274,2019,train
Li6.7Sr0.1La2.9Zr1.6Sb0.4O12,"300,1010,3,824,273",10.1016/j.jallcom.2019.04.274,2019,train
Li6.75Sr0.15La2.85Zr1.6Sb0.4O12,"300,1010,3,824,273",10.1016/j.jallcom.2019.04.274,2019,train
Li6.8Sr0.2La2.8Zr1.6Sb0.4O12,"300,1010,3,824,273",10.1016/j.jallcom.2019.04.274,2019,train
Na10Mn0.1Zn16.9Ga46Si55O201,"220,593,746,951,242",10.1002/adom.201800881,2018,test
Ba0.05Sm0.0067B0.46Te0.05S0.05O1,"397,754,438,826",10.1016/j.matchemphys.2020.122862,2020,test
Ca0.5Si0.5N1,"782,789",10.1111/jace.15744,2018,train
Ca0.5Si0.5N1,"782,789",10.1111/jace.15744,2018,train
Li0.3333Ca0.3333B0.3333O1,"1005,397,983",10.1016/j.jnoncrysol.2019.119741,2020,train
PbS2,"33,222",10.1016/j.jssc.2018.10.023,2019,test
Sr1Mg0.5,"300,835",10.1016/j.jallcom.2018.12.094,2019,test
Fe0.05Zn0.575Ga0.9Ge0.05O2.1,"798,220,593,289",10.1016/j.apcatb.2019.118551,2020,train
Fe0.1Zn0.65Ga0.8Ge0.1O2.2,"798,220,593,289",10.1016/j.apcatb.2019.118551,2020,train
Fe0.15Zn0.725Ga0.7Ge0.15O2.3,"798,220,593,289",10.1016/j.apcatb.2019.118551,2020,train
Zn0.25Ga0.5O1,"220,593",10.1016/j.apcatb.2019.118551,2020,train
Ba0.0667Sr0.1Nb0.3333O1,"300,526,40",10.1111/jace.14351,2016,train
Y2SiO5,"746,865",10.1038/s41598-018-36883-2,2019,train
Ho0.666Y1.334SiO5,"805,746,865",10.1038/s41598-018-36883-2,2019,train
Ho1.334Y0.666SiO5,"805,746,865",10.1038/s41598-018-36883-2,2019,train
Ho2SiO5,"805,746",10.1038/s41598-018-36883-2,2019,train
Y0.4Si0.2O1,"746,865",10.1038/s41598-018-36883-2,2019,train
Na2Ta2SiO8,"746,951,114",10.1111/jace.16121,2018,test
Na1Si0.025Bi0.05O0.625,"192,746,951",10.1111/jace.16121,2018,test
Ba0.0526Fe0.6316O1,"40,289",10.1111/ijac.13380,2020,train
Mg2Si0.9,"514,37",10.1016/j.materresbull.2020.110875,2020,test
Fe0.3333Bi0.35O1,"192,289",10.1016/j.jallcom.2020.154853,2020,train
Na0.5Fe0.5O1,"507,973",10.1002/adfm.201601292,2016,train
Bi2Te3,"505,1019",10.1007/s13391-018-0015-4,2018,train
Sc0.367Ti0.633Pb0.633Bi0.367O3,"192,699,454,759",10.1016/j.actamat.2020.02.031,2020,train
Na0.1818Ca0.0909B0.5455O1,"951,983,397",10.1007/s11581-017-2396-z,2018,train
La0.3WPb0.7O4.15,"373,534,824",10.1016/j.jssc.2018.08.023,2018,train
SrFe12O19,"289,300",10.1016/j.jallcom.2019.01.182,2019,train
Sr0.9Ce0.1Fe11.9Zn0.1O19,"289,300,412,220",10.1016/j.jallcom.2019.01.182,2019,train
Sr0.8Ce0.2Fe11.8Zn0.2O19,"289,300,412,220",10.1016/j.jallcom.2019.01.182,2019,train
Sr0.7Ce0.3Fe11.7Zn0.3O19,"289,300,412,220",10.1016/j.jallcom.2019.01.182,2019,train
Sr0.6Ce0.4Fe11.6Zn0.4O19,"289,300,412,220",10.1016/j.jallcom.2019.01.182,2019,train
Sr0.5Ce0.5Fe11.5Zn0.5O19,"289,300,412,220",10.1016/j.jallcom.2019.01.182,2019,train
Er30Gd2Bi168O300,"192,735,729",10.1111/ijac.12824,2018,test
Er30Gd10Bi160O300,"192,735,729",10.1111/ijac.12824,2018,test
Er40Gd2Bi158O300,"192,735,729",10.1111/ijac.12824,2018,test
Er40Gd10Bi150O300,"192,735,729",10.1111/ijac.12824,2018,test
Ba0.4004B0.3998O1,"40,397",10.1111/jace.16165,2018,test
Sr0.33Ti0.3Nb0.0333O1,"300,526,759",10.1016/j.ssi.2019.01.030,2019,train
Sr0.33Ti0.3Nb0.0333O1,"300,526,759",10.1016/j.ssi.2019.01.030,2019,train
BaPrFe2O5,"40,663,289",10.1016/j.jpowsour.2019.226743,2019,train
Ba0.5Sr0.5PrFe2O5,"300,40,663,289",10.1016/j.jpowsour.2019.226743,2019,train
Ba0.5Sr0.5PrFe1.9Ge0.1O5,"300,40,798,663,289",10.1016/j.jpowsour.2019.226743,2019,train
Na1.67Li0.33Al10.67O17,"1005,951,671",10.1111/ijac.12586,2016,train
Na2Al10.8O17.2,"951,671",10.1111/ijac.12586,2016,train
Li0.125Al0.625O1,"1005,671",10.1111/ijac.12586,2016,train
Ti0.25Bi0.3333O1,"192,759",10.1016/j.actamat.2020.02.007,2020,train
Na3.256Mg0.128Zr1.872Si2PO12,"835,746,3,951,360",10.1016/j.jmat.2019.02.005,2019,train
NaZr2P3O12,"3,951,360",10.1016/j.jmat.2019.02.005,2019,train
Na0.2713Mg0.0107Zr0.156Si0.1667P0.0833O1,"835,746,3,951,360",10.1016/j.jmat.2019.02.005,2019,train
Na0.0833Zr0.1667P0.25O1,"3,951,360",10.1016/j.jmat.2019.02.005,2019,train
La0.3333Ga0.3333O1,"593,824",10.1111/jace.16767,2020,train
Sr0.05La0.95GaO3,"300,593,824",10.1111/jace.16767,2020,train
Sr0.1La0.9GaO3,"300,593,824",10.1111/jace.16767,2020,train
Sr0.15La0.85GaO3,"300,593,824",10.1111/jace.16767,2020,train
Sr0.0667La0.2667Ga0.3333O1,"300,593,824",10.1111/jace.16767,2020,train
RbNdGe2O6,"184,798,95",10.1016/j.jssc.2020.121246,2020,test
Rb0.1667Nd0.1667Ge0.3333O1,"184,798,95",10.1016/j.jssc.2020.121246,2020,test
Tb0.36Y2.64Al5O12,"671,865,84",10.1016/j.optmat.2020.110001,2020,test
Ca0.5Al0.3333O1,"983,671",10.1016/j.cemconres.2019.105803,2019,train
CrFeCoNiAl0.3,"941,161,726,1020,987",10.1016/j.jallcom.2019.152486,2020,test
Zr1Ti0.0952Al0.1905Cu0.341Ni0.2781,"538,161,726,228,972",10.1016/j.jnucmat.2020.152084,2020,train
Hf10Zr20Ti10Cu60,"538,228,938,972",10.1016/j.jnucmat.2020.152084,2020,train
BaPrCo2O6,"40,663,291",10.1016/j.jallcom.2020.153909,2020,train
BaPrCo2O6,"40,663,291",10.1016/j.jallcom.2020.153909,2020,train
Ba0.3Ca0.0333Zr0.0167Ti0.3167O1,"3,40,983,759",10.1016/j.jallcom.2018.10.042,2019,train
BaZn0.06Bi0.94O3,"192,40,220",10.1016/j.mssp.2018.11.034,2019,train
Li0.3533Ti0.02Nb0.3133O1,"1005,526,759",10.1016/j.jallcom.2019.01.020,2019,train
Li0.3667Ti0.0333Nb0.3O1,"1005,526,759",10.1016/j.jallcom.2019.01.020,2019,train
Li0.38Ti0.0467Nb0.2867O1,"1005,526,759",10.1016/j.jallcom.2019.01.020,2019,train
Li0.3533Ti0.02Nb0.3133O1,"1005,526,759",10.1016/j.jallcom.2019.01.020,2019,train
Li0.3667Ti0.0333Nb0.3O1,"1005,526,759",10.1016/j.jallcom.2019.01.020,2019,train
Li0.38Ti0.0467Nb0.2867O1,"1005,526,759",10.1016/j.jallcom.2019.01.020,2019,train
Li0.3933Ti0.06Nb0.2733O1,"1005,526,759",10.1016/j.jallcom.2019.01.020,2019,train
Al2B2SiO8,"397,671,746",10.1016/j.physb.2018.10.024,2019,val
K2Cu3AlS4,"228,623,222,250",10.1016/j.jallcom.2018.10.239,2019,test
Y0.3333W0.1667O1,"243,865",10.1016/j.optmat.2018.08.009,2018,train
Li0.25Mn0.5O1,"402,1005",10.1016/j.jelechem.2018.09.039,2019,train
Li0.25Mn0.5O1,"402,1005",10.1016/j.jelechem.2018.09.039,2019,train
ZrSiS,"538,222,514",10.1002/adfm.201900438,2019,test
Fe0.4444Bi0.2222O1,"192,289",10.1016/j.inoche.2020.107816,2020,train
Dy2Eu2O4.5,"641,237",10.1016/j.jallcom.2019.07.017,2019,test
FeCoNiCuAl,"941,726,161,1020,228",10.1016/j.jallcom.2018.09.096,2019,test
Ba0.0729Ti0.0241Fe0.586O1,"40,289,759",10.1002/aenm.201903338,2020,test
Sb0.6667Te1,"146,505",10.1016/j.electacta.2018.10.002,2019,train
Na3Ni2SbO6,"152,951,273",10.1002/aenm.201601698,2017,train
Li0.6667Si0.3333O1,"1005,746",10.1016/j.renene.2018.08.039,2019,train
Li1Si0.25O1,"1005,746",10.1016/j.renene.2018.08.039,2019,train
La0.05Fe0.3333Bi0.2833O1,"192,289,824",10.1111/jace.13983,2016,train
Fe0.3333Bi0.3333O1,"192,289",10.1111/jace.13983,2016,train
La0.0333Fe0.3333Bi0.3O1,"192,289,824",10.1111/jace.13983,2016,train
La0.0167Fe0.3333Bi0.3167O1,"192,289,824",10.1111/jace.13983,2016,train
Fe0.3333Bi0.3333O1,"192,289",10.1111/jace.13983,2016,train
